#NSGA2
popsize 100
maxGen 100
numVar 13
numObj 2
numCons 7
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	100
totalTime	0.565154
firstFrontCount	14
frontCount	15
avgEvalTime	0.00385715
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.015621	0.275123	0.594135	0.166997	0.657242	0.21312	0.588441	0.778036	0.581729	0.264683	0.498143	0.568232	0.452703	13.8495	0.787545	0	0	0	0	0	0	0	
-0.0438301	0.768238	0.258898	0.854102	0.208538	0.699849	0.215829	0.856386	0.816308	0.533047	0.412014	0.842805	0.961978	10.4992	1.24737	0	0	0	0	0	0	0	
0.125835	0.572644	0.270238	0.783551	0.699511	-0.0825704	0.820575	0.992404	0.635818	0.913211	0.69102	0.366064	0.399897	11.2916	1.24886	0	0	0	0	0	0	0	
0.229041	0.673317	0.773259	0.726952	0.114082	0.394283	-0.183064	0.333779	0.352219	0.758989	0.621383	0.392283	0.621254	5.71391	0.941358	0	0	0	0	0	0	0	
-0.108109	-0.228534	0.805926	0.428727	0.908492	0.605667	0.457628	0.861548	0.90926	0.991684	0.250392	0.899079	0.709425	19.8774	1.52045	0	0	0	0	0	0	0	
0.986935	0.385984	0.32338	0.741752	-0.00380418	0.347523	0.871108	0.680996	0.883884	0.80398	0.68949	0.435051	0.749812	8.91114	1.42953	0	0	0	0	0	0	0	
-0.191472	0.513748	0.559228	0.648677	0.857978	0.976994	0.699738	0.686085	0.946235	0.685068	0.262737	0.340645	0.897033	14.1456	2.48103	0	0	0	0	0	0	0	
0.329585	0.798312	-0.0277734	0.417979	0.518848	-0.258412	0.499127	0.521809	0.287149	0.617177	0.394383	0.342313	0.404121	11.1458	0.554857	0	0	0	0	0	0	0	
-0.109531	-0.0542062	-0.244552	0.525757	0.0664269	0.400176	0.603712	0.624337	0.651851	0.583887	0.342949	0.617768	0.889749	19.6137	0.693297	0	0	0	0	0	0	0	
0.836106	0.0513826	-0.0290002	0.434473	0.532405	0.242138	-0.0322318	0.96095	0.311553	0.329282	0.356531	0.374845	0.715719	10.7198	0.446734	0	0	0	0	0	0	0	
0.445823	-0.232299	0.910562	0.64726	0.659194	-0.217574	0.818573	0.950804	0.988299	0.894204	0.839169	0.635033	0.383202	16.4365	1.37041	0	0	0	0	0	0	0	
0.218166	-0.125889	-0.259844	0.920884	0.0916979	0.084194	0.132817	0.600301	0.736149	0.268921	0.881655	0.669274	0.890575	15.7368	0.400064	0	0	0	0	0	0	0	
0.152243	0.279835	-0.229489	-0.0697602	0.56165	0.130078	0.868032	0.338616	0.991313	0.654987	0.780188	0.999619	0.465887	17.8369	0.626294	0	0	0	0	0	0	0	
0.238879	0.304292	0.693144	0.763665	-0.169712	-0.068448	0.167525	0.292529	0.641414	0.501887	0.381752	0.40671	0.928865	9.05729	0.542982	0	0	0	0	0	0	0	
0.578009	0.309009	0.885772	-0.164785	0.66921	0.657148	0.43042	0.388146	0.697909	0.474953	0.350592	0.409451	0.921206	9.66003	1.47886	0	0	0	0	0	0	0	
-0.207111	0.0152325	-0.230119	0.274239	-0.282732	0.866349	-0.0443444	0.320028	0.480525	0.592043	0.326252	0.996542	0.49907	19.8166	0.771829	0	0	0	0	0	0	0	
0.0865509	-0.219341	0.0877172	-0.239743	0.357057	0.689854	0.520391	0.317419	0.310647	0.83293	0.928851	0.650329	0.331866	20.7117	0.957203	0	0	0	0	0	0	0	
0.773552	0.139527	0.082165	0.670207	-0.286562	-0.237018	0.568291	0.702601	0.644577	0.797282	0.78044	0.836033	0.465983	10.3335	0.560555	0	0	0	0	0	0	0	
0.600292	0.423671	0.215477	-0.219932	0.714228	0.138859	0.490226	0.805941	0.32861	0.345916	0.662155	0.613922	0.917857	12.1592	0.715839	0	0	0	0	0	0	0	
0.738648	0.654643	-0.233269	-0.205249	-0.184914	0.737856	0.925911	0.762787	0.349062	0.792043	0.332765	0.33812	0.730538	18.4514	2.19518	0	0	0	0	0	0	0	
0.127458	0.549956	0.673871	0.458141	0.662042	0.00527499	0.655445	0.977949	0.900198	0.314676	0.524827	0.526899	0.763771	8.54622	1.06447	0	0	0	0	0	0	0	
0.477324	0.726173	0.177949	-0.0321638	-0.187333	0.703514	-0.0326231	0.541204	0.663834	0.421715	0.731455	0.61336	0.363884	12.6748	0.766387	0	0	0	0	0	0	0	
0.716512	-0.169212	0.0822862	0.00858493	0.390134	-0.181052	0.22691	0.328635	0.334213	0.838321	0.468678	0.70265	0.973317	13.8722	0.135199	0	0	0	0	0	0	0	
0.26223	0.603178	0.685529	0.262435	0.552147	-0.157318	0.913888	0.390596	0.449634	0.848373	0.615703	0.826719	0.547005	7.92322	1.08661	0	0	0	0	0	0	0	
0.0548204	-0.251595	0.575283	0.258434	0.287261	0.492814	-0.222776	0.486859	0.829542	0.772325	0.343999	0.347614	0.319264	15.3618	0.433108	0	0	0	0	0	0	0	
-0.289834	0.250042	0.552245	0.639799	0.390572	-0.158537	0.521296	0.344875	0.350727	0.323946	0.35652	0.376188	0.397187	12.5796	0.525825	0	0	0	0	0	0	0	
0.112724	0.111358	-0.0171677	0.0263544	0.860799	0.61419	0.422459	0.388325	0.409023	0.30801	0.93535	0.780036	0.668342	17.1044	1.26508	0	0	0	0	0	0	0	
0.107458	-0.0839354	0.509246	0.984315	-0.0784384	0.0351299	0.215839	0.305496	0.763072	0.551791	0.987126	0.551638	0.715504	9.9613	0.706229	0	0	0	0	0	0	0	
-0.0993193	0.195749	-0.0905258	0.685546	0.832444	0.15601	0.591196	0.470611	0.647972	0.874318	0.698118	0.501483	0.474419	16.5504	0.957851	0	0	0	0	0	0	0	
0.28837	0.249439	0.167488	0.425815	0.665309	0.251635	0.258163	0.343655	0.268326	0.467639	0.48814	0.740268	0.967702	11.278	0.569155	0	0	0	0	0	0	0	
0.91645	0.295252	0.0126219	0.693067	0.687126	0.662842	0.666795	0.32944	0.76117	0.597445	0.409122	0.323889	0.867681	14.7439	1.73432	0	0	0	0	0	0	0	
-0.0724873	-0.0873591	0.565783	0.862706	0.371526	0.613513	-0.100333	0.965093	0.655663	0.7598	0.277422	0.856903	0.811464	17.7954	0.944318	0	0	0	0	0	0	0	
-0.143757	0.382559	0.123584	0.410384	0.218545	0.239621	-0.0650409	0.44154	0.265402	0.942757	0.740275	0.94946	0.372634	13.23	0.259465	0	0	0	0	0	0	0	
0.897426	0.733055	0.450612	0.272046	0.0348979	0.67753	-0.00272967	0.29814	0.825497	0.753402	0.786409	0.731546	0.564286	9.13049	0.978633	0	0	0	0	0	0	0	
0.207991	0.760982	0.112656	0.758902	0.725796	0.807943	0.357328	0.726746	0.963171	0.582973	0.295014	0.900062	0.723392	11.2112	1.77605	0	0	0	0	0	0	0	
0.161596	0.996104	-0.00857705	0.548186	0.486488	0.203419	-0.115157	0.268851	0.565834	0.388075	0.794331	0.527772	0.88117	7.84811	0.634224	0	0	0	0	0	0	0	
0.654499	0.442334	-0.0700884	0.944599	0.0449186	0.901955	-0.00909847	0.530173	0.315625	0.730087	0.385463	0.283788	0.79238	10.739	1.32244	0	0	0	0	0	0	0	
0.151669	0.558802	0.199029	0.51555	-0.271855	0.883741	0.740726	0.809386	0.859835	0.53748	0.712959	0.681621	0.647539	14.0029	1.43137	0	0	0	0	0	0	0	
0.0575907	0.0232176	0.28713	-0.00397333	0.745784	0.981936	-0.26101	0.651748	0.315308	0.851569	0.991859	0.30021	0.954549	18.3157	0.930694	0	0	0	0	0	0	0	
-0.276369	0.58899	0.718857	0.394379	0.850967	0.868706	0.513719	0.353402	0.413351	0.386606	0.281365	0.330206	0.712333	6.4532	2.26892	0	0	0	0	0	0	0	
0.921559	0.160792	0.233818	0.979654	0.929253	0.579638	0.984793	0.825124	0.502524	0.746786	0.433124	0.47163	0.760134	11.7827	2.54278	0	0	0	0	0	0	0	
0.386201	0.235072	0.48343	0.675676	0.458593	0.41733	0.458642	0.633865	0.311945	0.789678	0.997117	0.515901	0.978444	10.3045	1.13181	0	0	0	0	0	0	0	
0.150383	0.852507	0.291103	0.237455	-0.0169483	-0.136649	0.101589	0.794578	0.837154	0.770341	0.257352	0.88241	0.941749	7.62505	0.600248	0	0	0	0	0	0	0	
0.70224	-0.244542	0.191642	0.615642	0.648367	-0.00843981	0.0497712	0.754773	0.608119	0.717787	0.427334	0.382843	0.872233	13.3843	0.458859	0	0	0	0	0	0	0	
0.696998	0.914822	-0.159744	-0.0631042	-0.171176	0.336693	-0.0487811	0.921919	0.324317	0.283124	0.667971	0.829371	0.483955	11.3282	0.782243	0	0	0	0	0	0	0	
-0.0673228	0.140642	-0.0268107	0.363198	0.878274	0.517601	-0.168006	0.543141	0.290962	0.625962	0.573791	0.99817	0.858702	15.5569	0.897991	0	0	0	0	0	0	0	
0.331347	0.862782	-0.121189	0.207006	0.905563	0.892742	0.627646	0.713753	0.507466	0.95202	0.343581	0.797939	0.734858	15.733	2.14144	0	0	0	0	0	0	0	
0.783098	0.217767	0.674769	0.785787	0.119199	0.41794	0.972868	0.661981	0.497818	0.714604	0.520477	0.817382	0.560426	8.18483	1.77434	0	0	0	0	0	0	0	
0.340049	0.603166	0.964554	0.126081	0.789144	0.660794	0.940427	0.273942	0.517652	0.74699	0.461126	0.422787	0.783346	6.57038	2.65727	0	0	0	0	0	0	0	
0.511945	0.467791	0.558569	-0.238179	0.15342	0.286743	0.0131765	0.786284	0.892137	0.461131	0.798288	0.353322	0.877542	9.32509	0.538959	0	0	0	0	0	0	0	
-0.119818	0.464672	0.176004	0.748787	0.354915	0.336473	0.840163	0.514856	0.587083	0.972648	0.281723	0.979719	0.391905	14.0106	1.1465	0	0	0	0	0	0	0	
0.567256	0.462371	0.577646	0.169329	0.506362	0.754496	-0.274965	0.312905	0.981101	0.738512	0.423428	0.552618	0.341515	8.48417	1.02804	0	0	0	0	0	0	0	
0.0489705	0.0352	0.131165	-0.102096	0.15241	-0.141844	0.849399	0.320709	0.94753	0.549265	0.285551	0.50678	0.801975	17.0081	0.510713	0	0	0	0	0	0	0	
0.733087	0.408378	0.592091	0.861723	-0.228771	0.0947598	-0.239951	0.396608	0.790124	0.791315	0.908349	0.686825	0.303013	5.39208	0.96644	0	0	0	0	0	0	0	
0.899568	0.740484	0.0717309	0.406762	0.980209	0.630381	0.79066	0.574945	0.602969	0.670535	0.451819	0.811764	0.627916	10.1182	2.27594	0	0	0	0	0	0	0	
0.540853	0.100069	-0.119658	0.318245	0.171197	0.724547	0.714385	0.751384	0.350128	0.266167	0.669881	0.475614	0.954557	17.8734	1.53379	0	0	0	0	0	0	0	
0.975175	0.0726065	0.741066	0.864945	0.476785	0.849222	0.926851	0.661869	0.79629	0.682569	0.269393	0.584898	0.734726	10.5944	2.79969	0	0	0	0	0	0	0	



#Generation 2 / 100
currentGen	2
evaluateCount	200
totalTime	4.49989
firstFrontCount	18
frontCount	8
avgEvalTime	0.00173795
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0	0	0	0	0	0	0	0.833333	0.833333	0.833333	0.833333	0.833333	0.833333	14.9562	0	0	0	0	0	0	0	0	
0.666072	0.209895	0.552121	-0.0774573	0.61786	-0.258617	0.0599999	0.284629	0.322849	0.867593	0.771121	0.487825	0.962667	10.3579	0.362932	0	0	0	0	0	0	0	
0.367224	0.22235	-0.201243	0.011891	-0.139685	-0.0609199	0.0119383	0.56295	0.287241	0.927037	0.95859	0.618148	0.616939	13.9287	0.0800536	0	0	0	0	0	0	0	
-0.250939	0.850718	0.887273	0.735039	-0.171674	0.0404325	0.135964	0.759796	0.352415	0.790921	0.330071	0.740318	0.62063	5.32207	1.00535	0	0	0	0	0	0	0	
0.611428	0.566241	0.400864	0.607537	0.566486	-0.0684278	-0.133581	0.99931	0.378341	0.274451	0.6709	0.9114	0.751881	5.81916	0.843781	0	0	0	0	0	0	0	
0.837983	0.373468	0.926709	0.529022	0.945002	0.0129191	0.578959	0.466798	0.753856	0.771355	0.300995	0.441093	0.41803	3.74484	1.49621	0	0	0	0	0	0	0	
0.238879	0.304292	0.693144	0.763665	-0.169712	-0.068448	0.167525	0.292529	0.641414	0.501887	0.381752	0.40671	0.928865	9.05729	0.542982	0	0	0	0	0	0	0	
0.733087	0.408378	0.592091	0.861723	-0.228771	0.0947598	-0.239951	0.396608	0.790124	0.791315	0.908349	0.686825	0.303013	5.39208	0.96644	0	0	0	0	0	0	0	
0.0157045	0.902655	0.0497801	0.578435	-0.0547394	0.211424	-0.181552	0.787687	0.260508	0.659945	0.569297	0.748666	0.735713	9.06586	0.465982	0	0	0	0	0	0	0	
0.336594	0.141341	0.93712	0.896432	-0.23152	-0.199972	0.0498553	0.605839	0.640868	0.957053	0.563308	0.843059	0.476091	3.92033	1.23756	0	0	0	0	0	0	0	
0.611428	0.566241	0.400864	0.607537	0.566486	-0.0684278	-0.133581	0.99931	0.398443	0.309017	0.6709	0.941917	0.751881	5.67977	0.859456	0	0	0	0	0	0	0	
0.312202	0.589061	0.599693	0.652342	-0.256315	-0.235339	0.11548	0.676674	0.740834	0.555714	0.855743	0.822461	0.976487	6.66022	0.782217	0	0	0	0	0	0	0	
0.0157045	0.727357	0.248249	0.721618	-0.0547394	0.116968	-0.181552	0.682157	0.762522	0.659945	0.569297	0.41574	0.735713	7.38364	0.59599	0	0	0	0	0	0	0	
0.54567	0.347728	0.466712	0.861723	-0.205987	0.0947598	-0.239951	0.396608	0.790124	0.558801	0.908349	0.737889	0.303013	7.01234	0.681465	0	0	0	0	0	0	0	
0.642003	0.629548	0.874837	0.858199	0.134412	0.60837	-0.0428472	0.313397	0.808056	0.625017	0.609942	0.928542	0.675917	3.58229	1.5773	0	0	0	0	0	0	0	
-0.250939	0.850718	0.887273	0.735039	-0.111917	0.0404325	0.135964	0.759796	0.443061	0.790921	0.330071	0.740318	0.62063	4.52047	1.07242	0	0	0	0	0	0	0	
0.367224	0.22235	-0.201243	0.011891	-0.3	-0.0609199	0.0119383	0.56295	0.287241	0.927037	1	0.573308	0.435548	13.859	0.118029	0	0	0	0	0	0	0	
-0.222287	0.00521389	0.159106	0.0924421	-0.279976	-0.244069	-0.17324	0.737105	0.798792	0.735809	0.588193	0.660257	0.472241	13.1215	0.15316	0	0	0	0	0	0	0	
0.712767	0.629548	0.874837	0.858199	0.134412	0.60837	-0.0428472	0.272906	0.808056	0.625017	0.609942	0.928542	0.7074	3.83848	1.57837	0	0	0	0	0	0	0	
0.219035	0.384939	0.241839	0.553918	0.516365	0.0795793	0.261147	0.261615	0.988048	0.375376	0.329662	0.529307	0.398589	10.8293	0.415447	0	0	0	0	0	0	0	
0.312202	0.604734	0.609854	0.53009	-0.256315	-0.210552	0.11548	0.648148	0.740834	0.555714	0.864986	0.788769	0.976487	7.2208	0.714399	0	0	0	0	0	0	0	
0.229041	0.673317	0.773259	0.726952	0.114082	0.394283	-0.183064	0.333779	0.352219	0.758989	0.621383	0.392283	0.621254	5.71391	0.941358	0	0	0	0	0	0	0	
0.836106	0.0513826	-0.0290002	0.434473	0.532405	0.242138	-0.0322318	0.96095	0.311553	0.329282	0.356531	0.374845	0.715719	10.7198	0.446734	0	0	0	0	0	0	0	
0.716512	-0.169212	0.0822862	0.00858493	0.390134	-0.181052	0.22691	0.328635	0.334213	0.838321	0.468678	0.70265	0.973317	13.8722	0.135199	0	0	0	0	0	0	0	
-0.143757	0.382559	0.123584	0.410384	0.218545	0.239621	-0.0650409	0.44154	0.265402	0.942757	0.740275	0.94946	0.372634	13.23	0.259465	0	0	0	0	0	0	0	
0.150383	0.852507	0.291103	0.237455	-0.0169483	-0.136649	0.101589	0.794578	0.837154	0.770341	0.257352	0.88241	0.941749	7.62505	0.600248	0	0	0	0	0	0	0	
0.716512	-0.169212	0.0822862	0.00858493	0.262942	-0.181052	0.22691	0.328635	0.334213	0.838321	0.468678	0.613123	0.946438	14.0204	0.107658	0	0	0	0	0	0	0	
0.611428	0.581447	0.435908	0.607537	0.566486	-0.0825375	-0.133581	0.99931	0.378341	0.274451	0.6709	0.9114	0.751881	5.73695	0.867141	0	0	0	0	0	0	0	
0.890765	0.139527	0.082165	0.547956	-0.286562	-0.212232	0.568291	0.674075	0.644577	0.797282	0.789683	0.802341	0.465983	10.6704	0.528374	0	0	0	0	0	0	0	
0.837983	0.373468	0.926709	0.529022	0.945002	0.0129191	0.25485	0.466798	0.753856	0.771355	0.300995	0.441093	0.41803	3.9697	1.28893	0	0	0	0	0	0	0	
0.716512	-0.169212	0.0822862	0.00858493	0.390134	-0.181052	0.22691	0.328635	0.334213	0.838321	0.468678	0.626507	0.973317	13.9152	0.133393	0	0	0	0	0	0	0	
0.569402	0.299111	0.763595	0.529022	0.93591	0.0129191	0.578959	0.447746	0.753856	0.771355	0.300995	0.441093	0.41803	5.54893	1.19665	0	0	0	0	0	0	0	
0.238879	0.304292	0.693144	0.763665	-0.169712	-0.068448	0.167525	0.292529	0.598814	0.501887	0.381752	0.40671	0.928865	9.2398	0.532152	0	0	0	0	0	0	0	
-0.222287	0.00521389	0.159106	0.767552	-0.279976	-0.244069	-0.080313	0.736837	0.798792	0.735809	0.588193	0.660257	0.472241	13.3945	0.375874	0	0	0	0	0	0	0	
0.336594	0.141341	0.93712	0.896432	-0.23152	0.659216	0.0498553	0.567127	0.660903	0.957053	0.563308	0.987289	0.476091	5.75879	1.4962	0	0	0	0	0	0	0	
0.582722	0.526523	0.928726	-0.0283846	0.622066	0.00709975	-0.144785	0.705478	0.587603	0.594044	0.746459	0.827714	0.512664	6.16678	0.91229	0	0	0	0	0	0	0	
0.511945	0.467791	0.558569	-0.238179	0.15342	0.286743	0.0131765	0.786284	0.892137	0.461131	0.798288	0.353322	0.877542	9.32509	0.538959	0	0	0	0	0	0	0	
0.312415	-0.19046	0.586563	-0.24484	-0.207121	0.252287	-0.174251	0.863611	0.86316	0.79183	0.362399	0.790644	0.638946	14.0098	0.222445	0	0	0	0	0	0	0	
0.340049	0.763272	0.964554	0.126081	0.789144	0.541502	0.940427	0.273942	0.694648	0.828914	0.461126	0.355718	0.783346	4.59084	2.51747	0	0	0	0	0	0	0	
0.365908	0.604734	0.609854	0.53009	-0.249864	-0.210552	0.439589	0.648148	0.740834	0.555714	0.864986	0.788769	0.976487	7.37375	0.780279	0	0	0	0	0	0	0	
0.312202	0.466488	0.609854	0.53009	-0.282523	-0.210552	0.11548	0.648148	0.740834	0.50425	0.864986	0.788769	0.983997	7.6988	0.604745	0	0	0	0	0	0	0	
